order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
127,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=33,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=101,"A.  Kwenye kila upande wa taya ya juu, upana wa jino la kwanza nyuma ya kato hauzidi 1.80 mm.
B.  Mwisho wa “incisive foramina” uko nyuma ya mstari wa meno ya mbele ya kwanza yaliyo nyuma ya kato za juu.
C.  Mara nyingi kuna mchomozo wa mfupa wenye muundo wa pembe, juu ya kila obiti.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_33a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=34,"A.  Kwenye kila upande wa taya ya juu, upana wa jino la kwanza nyuma ya kato ni zaidi ya 1.80 mm.
B.  Mwisho wa “incisive foramina” unavuka mstari wa meno ya mbele ya kwanza yaliyo nyuma ya kato za juu.
C.  Kamwe hakuna mchomozo wa mfupa wenye muundo wa pembe, juu ya kila obiti.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_33b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©R. Banasiak & P. Lai', 'Chagua', 'Chagua']",,,©R. Banasiak & P. Lai | ©R. Banasiak & P. Lai
125,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=32,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=100,"A.  Urefu wa juu kabisa wa “auditory bulla” ni takribani sawa na urefu wa “crown” wa safu ya meno yaliyopo nyuma ya kato kwenye kila upande wa taya ya juu.
B.  Eneo la mgongoni la “cranium” lina umbo la tao (arched) unapoangalia kwa upande.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_32a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=33,"A.  Urefu wa juu kabisa wa “auditory bulla” ni zaidi ya urefu wa “crown” wa safu ya meno yaliyopo nyuma ya kato kwenye kila upande wa taya ya juu.
B.  Eneo la mgongoni la «cranium» halina umbo la tao unapoangalia kwa upande.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_32b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Chagua', 'Chagua']",,,©P. Lai | ©P. Lai
135,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=536,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_rosalia_536_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_rosalia_536_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_rosalia_536.jpg,,"Lemniscomys rosalia (Thomas, 1904)",,
137,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=537,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_striatus_537_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_striatus_537_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_striatus_537.jpg,,"Lemniscomys striatus (Linnaeus, 1758)",,
138,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=538,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_zebra_538_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_zebra_538_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_zebra_538.jpg,,"Lemniscomys zebra (Heuglin, 1864)",,
136,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=43,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=537,Kuna mistari iliyokatika na yenye madoa mgongoni na pembeni.,http://archive.fieldmuseum.org/tanzania/Key_Images/Lemniscomys_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=538,Kuna mistari mfululizo (hakuna madoa) mgongoni na pembeni.,http://archive.fieldmuseum.org/tanzania/Key_Images/Lemniscomys_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Banasiak | ©R. Banasiak
134,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=42,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=536,Kuna mstari mmoja mgongoni.,http://archive.fieldmuseum.org/tanzania/Key_Images/Lemniscomys_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=43,Kuna zaidi ya mstari mmoja mgongoni.,http://archive.fieldmuseum.org/tanzania/Key_Images/Lemniscomys_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Banasiak | ©R. Banasiak
139,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=568,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_dilectus_568_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_dilectus_568_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_dilectus_568.jpg,,"Rhabdomys dilectus (de Winton, 1897)",,
133,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=36,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=42,"A.  Sehemu ya chini mwishoni mwa “zygomatic plate” imebonyea.
B.  Ncha za mifupa ya pua zinajitokeza na kuvuka mbele ya chonge za juu.
C.  Kwenye kila upande wa taya ya juu, upana mkubwa kabisa wa jino la kwanza nyuma ya chonge ni zaidi ya 1.6 mm.

",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_36a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=568,"A.  Sehemu ya chini ya “zygomatic plate” haijabonyea.
B.  Ncha za mifupa ya pua hazijitokezi wala kuvuka mbele ya chonge za taya ya juu.
C.  Kwenye kila upande wa taya ya juu, upana mkubwa kabisa wa jino la kwanza nyuma ya chonge ni chini ya 1.6 mm.


",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_36b.jpg,,"['', '', '©R. Killackey', '©R. Killackey & P. Lai', 'Chagua', 'Chagua']",,,©R. Killackey | ©R. Killackey & P. Lai
141,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=106,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_106a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_106b.jpg,"['Spishi  3 zimepatikana Tanzania: Grammomys dolichurus, Grammomys ibeanus na Grammomys macmillani. Wanyama hawa ni wakweaji hodari na wana manyoya mazuri ya njano mgongoni na meupe njano tumboni. Aidha wana mkia mrefu sana.']",Grammomys,,©B. Stanley | ©R. Banasiak & P. Lai
144,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=542,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_pernanus_542_a2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_pernanus_542_b2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_M_pernanus_542.jpg,,"Mastomys pernanus (Kershaw, 1921)",,
145,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=541,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_natalensis_541_a2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_natalensis_541_b2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_M_natalensis_541.jpg,,"Mastomys natalensis (Smith, 1834)",,
143,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=53,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=542,"A.  Spishi hii ina kiwiliwili kidogo.B.  Mkia una rangi mbili (mweupe chini).C.  Mguu wa nyuma ni mweupe na urefu wake ni chini cya 19 mm.D.  Kuna sehemu ndogo nyeupe mwanzoni mwa masikio.E.  Shimo lililopo nyuma ya kato linaishia kwenye jino lenye ncha moja T3, kabla ya nusu ya gego la kwanza.F.  Urefu wa safu ya meno ya juu ni chini ya 3.7 mm.G.  Upana wa gego la kwanza ni chini ya 1.25 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Mastomys_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=541,"A.  Kiwiliwili kinapokuwa kidogo.B.  Mkia unakuwa hauna rangi mbili (nyeusi chini) .C.  Mguu wa nyuma siyo mweupe na una urefu zaidi ya 19 mm.D.  Hakuna sehemu ndogo nyeupe mwanzoni mwa masikio.E.  Shimo lililopo nyuma ya kato linaishia kwenye jino lenye ncha moja t6, kabla ya nusu ya gego la kwanza.F.  Urefu wa safu ya meno ya juu ni zaidi ya 3.7 mm.G.  Upana wa gego la kwanza ni zaidi ya 1.25 mm.",http://archive.fieldmuseum.org/tanzania/Key_Images/Mastomys_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Banasiak | ©R. Banasiak
147,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=555,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_brockmani_555_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_brockmani_555_b.jpg,,"Myomyscus brockmani (Thomas, 1908)",,
150,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=532,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_denniae_532_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_denniae_532_b2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_denniae_532_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_denniae_532_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_denniae_532_c.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_denniae_532_d.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_denniae_532_e.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_denniae_532.jpg,,"Hylomyscus denniae (Thomas, 1906)",,
152,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=533,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_stella_533_a2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_stella_533_b2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_stella_533_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_stella_533_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_stella_533_c.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_stella_533_d.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_stella_533.jpg,,"Hylomyscus stella (Thomas, 1911)",,
154,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=530,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_anselli_530_a2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_anselli_530_b2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_anselli_530_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_anselli_530_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_anselli_530_c.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_anselli_530_d.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_anselli_530_e.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_anselli_530.jpg,,"Hylomyscus anselli Bishop, 1979",,
155,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=531,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_arcimontensis_531_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_arcimontensis_531_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_arcimontensis_531_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_arcimontensis_531_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_arcimontensis_531_c.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_H_arcimontensis_531_d.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_arcimontensis_2_531.jpg,,"Hylomyscus arcimontensis Carleton and Stanley, 2005",,
153,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=56,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=530,A.  Urefu wa “occipitonasal” ni zaidi ya 26.3 mm.B.  Upana kati ya mashimo ya macho ni 4.5 mm au zaidi.C.  Urefu wa sehemu ya mbele ya fuu ni 8.3 mm au zaidi.D.  Urefu wa kiwiliwili chote ni 238 mm au zaidi.E.  Urefu wa mkia ni 141 mm au zaidi.,http://archive.fieldmuseum.org/tanzania/Key_Images/Hylomyscus_1_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=531,A.  Urefu wa «occipitonasal» ni chini ya 27.0 mm.B.  Upana kati ya mashimo ya macho ni 4.5 mm au chini.C.  Urefu wa sehemu ya mbele ya fuu ni 8.4 mm au chini.D.  Urefu wa kiwiliwili chote ni 249 mm au chini.E.  Urefu wa mkia ni 151 mm au chini.,http://archive.fieldmuseum.org/tanzania/Key_Images/Hylomyscus_1_3b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Banasiak | ©R. Banasiak
151,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=55,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=533,A.  Majike yana matiti 8.B.  Hakuna tuta juu ya shimo la jicho.C.  Kato za juu ni wima (orthodont).,http://archive.fieldmuseum.org/tanzania/Key_Images/Hylomyscus_1_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=56,A.  Majike yana matiti 6.B.  Kuna tuta dogo juu ya shimo la jicho.C.  Kato za juu zinaangalia ndani (opisthodont).,http://archive.fieldmuseum.org/tanzania/Key_Images/Hylomyscus_1_2b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Banasiak | ©R. Banasiak
149,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=54,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=532,A.  Tundu lililopo chini ya “subsquamosal” halionekani vizuri na lina ukubwa chini ya 1/3 ya eneo la tundu lijulikanalo kama “postglenoid foramen” .B.  Kuna jumla ya matiti 8.C.  Tundu kwenye taya ya juu linavuka mwisho wa sehemu ya mbele ya gego la kwanza la juu.,http://archive.fieldmuseum.org/tanzania/Key_Images/Hylomyscus_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=55,A.  Tundu lililopo chini ya “subsquamosal” linaonekana vizuri na lina ukubwa usiopungua 1/3 ya eneo la tundu lijulikanalo kama “postglenoid foramen” .B.  Jumla ya matiti ni 6 au 8.C.  Tundu kwenye taya ya juu linavuka au halivuki mwisho wa sehemu ya mbele ya gego la kwanza la juu.,http://archive.fieldmuseum.org/tanzania/Key_Images/Hylomyscus_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Banasiak | ©R. Banasiak
156,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=110,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_110a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_110b.jpg,"['Spishi 3 zimepatikana Tanzania: Praomys jacksoni, Praomys melanotus na Praomys taitae. Panya huyu anaishi kwenye misitu ya milima. Mara nyingi anachanganywa na Hylomyscus, lakini ana kwato nyeusi kwenye miguu ya nyuma, hana kishungi cha manyoya kwenye ncha ya mkia (Hylomyscus ana kishungi) na ana pua ndefu zaidi.']",Praomys,,©B. Stanley | ©R. Banasiak & P. Lai
148,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=40,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=54,"A.  Mwisho wa mifupa ya pua haiendelei sana na kuvuka
chonge za taya ya juu.
B.  “Zygomatic plate” haiendelei sana kutoka mbele ya “zygomatic arch” na upana mkubwa kabisa ni chini ya 2.7 mm.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_40a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=110,"A.  Mwisho wa mifupa ya pua inaiendelea sana na kuvuka
chonge za juu.
B.  “Zygomatic plate” inaendelea sana kutoka mbele ya “zygomatic arch” upana mkubwa kabisa ni zaidi ya 2.7 mm.

",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_40b.jpg,,"['', '', '©R. Banasiak & R. Killackey', '©R. Banasiak & R. Killackey', 'Chagua', 'Chagua']",,,©R. Banasiak & R. Killackey | ©R. Banasiak & R. Killackey
146,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=39,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=555,"A.  Kila «incisive foramina» ni ndefu zaidi ya 5.9 mm. na…
B.  unaishia mbele hasa ya jino la kwanza nyuma ya kato za juu.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_39a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=40,"A.  Kila “incisive foramina” ni fupi, chini ya 5.9 mm. na…
B.  inaishia ama mbele ya, kwenye, au mbele kidogo ya jino la kwanza la kato za juu.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_39b.jpg,,"['', '', '©R. Killackey', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Killackey | ©R. Banasiak
142,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=38,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=53,"A.  Upana wa “interpterygoid” ni mdogo sana, ni chini ya upana wa jino la mwisho lililopo kila upande wa taya ya juu.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_38a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=39,"A.  Upana wa “interpterygoid” sio mdogo sana, na sio chini ya upana wa jino la mwisho lililopo kila upande wa taya ya juu isipokuwa ni sawa na, au pana zaidi kuliko jino la mwisho.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_38b.jpg,,"['', '', '©R. Killackey', '©R. Killackey', 'Chagua', 'Chagua']",,,©R. Killackey | ©R. Killackey
140,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=37,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=106,"A.  Kwenye kila upande wa fuu, umbali kutoka nyuma ya chonge hadi mbele ya “incisive foramen” ni chini ya 15% ya umbali kati ya chonge na jino lililo nyuma yake.
B.  Eneo la “interpterygoid” ni zaidi ya 60% ya umbali kati ya meno mawili ya kwanza nyuma ya chonge za juu.
C.  Juu ya jino la kwanza nyuma ya chonge, ncha iliyopo ndani ya kona ya mbele ina ukubwa takribani sawa na ncha iliyopo nje ya kona ya mbele. 
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_37a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=38,"A.  Kwenye kila upande wa fuu, umbali kutoka nyuma ya chonge hadi mbele ya “incisive foramen” ni zaidi ya 15% ya umbali kati ya chonge na jino lililo nyuma yake.
B.  Eneo la “interpterygoid” halizidi 60% ya umbali kati ya meno mawili ya kwanza nyuma ya chonge za juu.
C.  Juu ya jino la kwanza nyuma ya chonge, ncha iliyopo ndani ya kona ya mbele ni kubwa kuliko ncha iliyopo nje ya kona ya mbele.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_37b.jpg,,"['', '', '©R. Killackey', '©R. Killackey', 'Chagua', 'Chagua']",,,©R. Killackey | ©R. Killackey
132,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=35,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=36,"“Rostrum” ya “cranium” ni fupi kiasi kwamba umbali wa kutoka sehemu ya mbele kabisa ya “zygomatic plate” hadi mwisho wa chonge za juu ni chini ya 20% ya fuu refu kuliko yote.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_35a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=37,"“Rostrum” ya “cranium” sio fupi na umbali wa kutoka sehemu ya mbele kabisa ya “zygomatic plate” hadi mwisho wa chonge za juu ni zaidi ya 20% ya fuu refu kuliko yote.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_35b.jpg,,"['', '', '©R. Killackey & P.Lai', '©P. Lai', 'Chagua', 'Chagua']",,,©R. Killackey & P.Lai | ©P. Lai
124,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=31,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=32,"Kwenye kila upande wa taya ya juu, urefu wa “crown” wa safu ya meno yaliyopo nyuma ya kato ni zaidi ya 5.4 mm.

",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_31a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=35,"Kwenye kila upande wa taya ya juu, urefu wa “crown” wa safu ya meno yaliyopo nyuma ya kato ni chini ya 5.4 mm.

",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_31b.jpg,,"['', '', '©P. Lai', '©R. Killackey', 'Chagua', 'Chagua']",,,©P. Lai | ©R. Killackey
122,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=30,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=99,"A.  Kwenye kila upande wa taya ya juu, safu ya meno nyuma ya kato ni pana sana na urefu wa “crown” yake ni zaidi ya 6.8 mm.
B.  Umbali mfupi kabisa kati ya obiti mbili ni chini ya 13% ya urefu wa fuu refu kuliko yote.
C.  Sehemu ya mbele mwishoni mwa “zygomatic arch” imebonyea.
D.  Matuta ya “supraorbital” yanamejitokeza sana.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_30a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=31,"A.  Kwenye kila upande wa taya ya juu, safu ya meno nyuma ya kato siyo pana sana na urefu wa “crown” yake ni chini ya 6.8 mm.
B.  Umbali mfupi kabisa kati ya obiti mbili ni zaidi ya 13% ya urefu wa fuu refu kuliko yote.
C.  Mwisho wa “zygomatic arch” umebonyea au hapana.
D.  Matuta ya “supraorbital” hayajajitokeza sana.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_30b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©R. Killackey & P.Lai', 'Chagua', 'Chagua']",,,©R. Banasiak & P. Lai | ©R. Killackey & P.Lai
120,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=29,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=98,"A.  Shimo kati ya obiti mbili ni pana kuliko upana wa “rostrum” iliyopo mbele ya “zygomatic plate”.
B.  Sehemu ya mbele ya mwisho ya “zygomatic plate” ni fupi ukilinganisha na sehemu ya juu.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_29a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=30,"A.  Shimo kati ya obiti mbili ni nyembamba kuliko upana wa “rostrum” iliyopo mbele ya “zygomatic plate”.
B.  Sehemu ya mbele ya mwisho ya “zygomatic plate” ni ndefu ukilinganisha na sehemu ya juu.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_29b.jpg,,"['', '', '©P. Lai', '©R. Banasiak & P. Lai', 'Chagua', 'Chagua']",,,©P. Lai | ©R. Banasiak & P. Lai
118,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=28,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=576,"Kato za juu zinaendelea sana wala kuvuka mwisho wa mifupa ya pua.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_28a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=29,"Kato za juu haziendelei sana na kuvuka mwisho wa mifupa ya pua.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_28b.jpg,,"['', '', '©P. Lai', '©R. Banasiak & P. Lai', 'Chagua', 'Chagua']",,,©P. Lai | ©R. Banasiak & P. Lai
116,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=27,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=556,"Kwenye kila upande wa taya ya juu, meno yaliyo nyuma ya kato yana ncha … independent zinazojichomoza sana na zilizozungukwa na deep blackened valleys. Ncha za katikati za kwenye kila jino zimejipanga mstari unaofuata marefu ya safu ya meno.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_27a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=28,"Kwenye kila upande wa taya ya juu, meno yaliyo nyuma ya kato hayana ncha independent zinazojichomoza sana na zilizozungukwa na deep blackened valleys. Ncha za katikati za kwenye kila jino hazijajipanga kwenye mstari unaofuata marefu ya safu ya meno
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_27b.jpg,,"['', '', '©R. Banasiak & P. Lai', '©R. Banasiak & P. Lai', 'Chagua', 'Chagua']",,,©R. Banasiak & P. Lai | ©R. Banasiak & P. Lai
