order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
207,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=25&key=3,Option-page,Sehemu: Suidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=336,"Chaguo A
A.  Pembe zinajitokeza sana.
B.  Kuna manyoya meupe sehemu ya nyuma ya shingo.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Suidae_2_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=339,"Chaguo B
A.  Pembe hazijitokezi sana.
B.  Hakuna manyoya meupe sehemu ya nyuma ya shingo.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Suidae_2_3b.jpg,,,,,©B. Stanley | ©B. Stanley
203,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=25&key=1,Option-page,Sehemu: Suidae,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=25&key=2,"Chaguo A
Manyoya pembeni mwa kiwiliwili ni marefu. 
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Suidae_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=25&key=3,"Chaguo B
Manyoya pembeni mwa kiwiliwili siyo marefu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Suidae_2_1b.jpg,,,,,©R. Banasiak | ©B. Stanley
212,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=367,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_T_oryx_367_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_T_oryx_367_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_T_oryx_367.jpg,,"Taurotragus oryx (Pallas, 1766)",,
213,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=184,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_184a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_184b.jpg,"['Spishi 4 zimepatikana Tanzania: Tragelaphus strepsiceros (Tandala kubwa, jike linaonekana kulia), Tragelaphus imberbis (Tandala dogo), Tragelaphus scriptus (Pongo) na Tragelaphus spekii (Nzohe). Wanyama hawa maridadi wana alama nyeupe pembeni na /au kifuani na pembe zilizopinda (kwenye madume tu).']",Tragelaphus,,©B. Stanley | ©R. Banasiak
211,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=2,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=367,"Chaguo A
A.  Kuna shambwelele (dewlap) kwenye koo.
B.  Pembe zimenyooka lakini zina matuta (keel)
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=184,"Chaguo B
A.  Hakuna shambwelele kwenye koo (inawezekana kuna manyoya marefu).
B.  Iwapo kuna pembe, hazijanyooka ila zinapindapinda na hazina matuta.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_2b.jpg,,,,,©B. Stanley | ©R. Banasiak
215,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=352,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_walleri_352_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_walleri_352_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_walleri_352.jpg,,"Litocranius walleri (Brooke, 1879)",,
217,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=387,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_O_beisa_387_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_O_beisa_387_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_O_beisa_387.jpg,,"Oryx beisa (Ruppell, 1835)",,
219,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=175,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_175a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_175b.jpg,"['Spishi 2 zimepatikana Tanzania: Gazella granti (Swala granti) na Gazella thomsonii (Swala tomi). Ukinagalia picha ya kulia, mnyama aliyepo kushoto ni Swala granti (kuna manyoya meupe juu ya mkia) na mnyama wa kulia ni Swala tomi (hakuna manyoya meupe juu ya mkia). Swala hawa wanaishi kwenye mbuga na maeneo yenye miti.']",Gazella,,©B. Stanley | ©R. Banasiak
221,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=345,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_A_melampus_345_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_A_melampus_345_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_A_melampus_345.jpg,,"Aepyceros melampus (Lichtenstein, 1812)",,
224,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=172,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_172a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_172b.jpg,"['Spishi 3 zimepatikana Tanzania: Redunca arundinum (Tohe ya Kusini au “Southern Reedbuck”), Redunca fulvorufula (Tohe ya Milima au “Mountain Reedbuck”) na Redunca redunca (Tohe / Forhi au “Bohor Reedbuck”). Sehemu za mwisho za pembe zimepinda na kuangalia mbele.']",Redunca,,©R. Banasiak | ©R. Banasiak & P. Lai
225,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=361,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_O_ourebi_361_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_O_ourebi_361.jpg,,"Ourebia ourebi (Zimmermann, 1783)",,
223,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=8,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=172,"Chaguo A
A.  Mkia una manyoya mengi sana na mweupe sehemu ya chini.
B.  Hakuna kishungi cha manyoya kwenye goti.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_8a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=361,"Chaguo B
A.  Mkia hauna manyoya mengi. Mkia ni mweupe sehemu ya chini na mgongo ni mweusi.
B.  Kuna kishungi cha manyoya kwenye goti.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_8b.jpg,,,,,©R. Banasiak & P. Lai | ©P. Lai
230,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=349,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_taurinus_349_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_taurinus_349_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_taurinus_349.jpg,,"Connochaetes taurinus (Burchell, 1824)",,
232,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=365,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_caffer_365_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_S_caffer_365_b.jpg,,"Syncerus caffer (Sparrman, 1779)",,
233,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=364,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_B_taurus_364_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_B_taurus_364_b.jpg,,"Bos taurus Linnaeus, 1758",,
231,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=13,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=365,"Chaguo A
Kitako cha kila pembe ni bapa.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_13a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=364,"Chaguo B
Kitako cha kila pembe kina umbo la silinda.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_13b.jpg,,,,,©R. Banasiak & B. Stanley | ©R. Banasiak & B. Stanley
229,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=12,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=349,"Chaguo A
Kuna kishungi cha manyoya kwenye shingo na kidevu. 
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_12a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=13,"Chaguo B
Hakuna kishungi cha manyoya kwenye shingo na kidevu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_12b.jpg,,,,,©B. Stanley | ©B. Stanley
236,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=171,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_171a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_171b.jpg,"['Spishi 2 zimepatikana Tanzania: Kobus ellipsiprymnus (Kuru) na Kobus vardonii (Puku). Zamani, puku alikuwa anapatikana kwenye maeneo mengi zaidi lakini kwa sasa kuna idadi ndogo tu ya mnyama huyu katikati na kusini mwa nchi.']",Kobus,,©B. Stanley | ©R. Banasiak
237,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=30,Match-page,,,,,,,,,"[""Chaguo A\n\nMicrosoft VBScript runtime  error '800a005e'\n\nInvalid use of Null: 'Replace'\n\n/tanzania/SkinKey_swa.asp, line 90 ""]",,,"
Microsoft VBScript runtime  | error '800a005e' | Invalid use of Null: 'Replace' | /tanzania/SkinKey_swa.asp | , line 90"
235,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=15,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=171,"Chaguo A
A.  Pembe zimepinda kuelekea mbele.
B.  Hakuna manyoya meusi (mask) yanayozungukwa jicho.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_15a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=30,"Chaguo B
A.  Pembe zimepinda kuelekea nyuma.
B.  Kuna manyoya meusi yanayozunguka jicho. 
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_15b.jpg,,,,,©B. Stanley | ©R. Banasiak
239,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=350,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_D_korrigum_350_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_D_korrigum_350_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_D_korrigum_350.jpg,,"Damaliscus korrigum (Ogilby, 1837)",,
240,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=189,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_189a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_189b.jpg,['Spishi 2 zimepatikana Tanzania: Alcelaphus buselaphus na Alcelaphus lichtensteinii.\r\nKongoni ana uso mwembamba na mrefu na pembe zilizo kwenye zilizokaa kwenye kitako cha. Kongoni wanaishi kwenye mbuga.'],Alcelaphus,,©B. Stanley | ©R. Banasiak & P. Lai
238,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=16,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=350,"Chaguo A
A.  Kuna madoa meusi meusi mabegani na matakoni.
B.  Pembe hazikaa kwenye kitako (pedicles) na kila moja inapinda mara mbili. 
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_16a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=189,"Chaguo B
A.  Mnyama ni kahawia bila madoa mabegani na matakoni.
B.  Pembe zimekaa kwenye kitako na kila moja inapinda mara moja. 
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_16b.jpg,,,,,©B. Stanley | ©B. Stanley
234,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=14,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=15,"Chaguo A
A.  Manyoya ni marefu na rafu, au kuna manyoya meusi na meupe usoni.
B.  Pembe zimepinda kuelekea mbele au nyuma na zinafanana na nusu duara (arc) refu.
C.  Hakuna sehemu ya manyoya meusi kwenye mabega.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_14a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=16,"Chaguo B
A.  Manyoya siyo rafu na hakuna sehemu ya manyoya yenye rangi tofauti usoni.
B.  Pembe hazina umbo la nusu duara refu na inawezekana zikapinda zaidi ya mara moja.
C.  Mnyama anaweza kuwa na rangi nyeusi mabegani.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_14b.jpg,,,,,©R. Banasiak & B. Stanley | ©B. Stanley
228,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=11,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=12,"Chaguo A
Pembe hazina matuta yanayozunguka na zinajitokeza pembeni mwa fuu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_11a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=14,"Chaguo B
Pembe zina au hazina matuta yanayozunguka lakini zinajitokeza pembeni mwa fuu, kwenye usawa na kiwiliwili.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_11b.jpg,,,,,©B. Stanley | ©R. Banasiak & B. Stanley
241,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=171,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_171a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_171b.jpg,"['Spishi 2 zimepatikana Tanzania: Kobus ellipsiprymnus (Kuru) na Kobus vardonii (Puku). Zamani, puku alikuwa anapatikana kwenye maeneo mengi zaidi lakini kwa sasa kuna idadi ndogo tu ya mnyama huyu katikati na kusini mwa nchi.']",Kobus,,©B. Stanley | ©R. Banasiak
227,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=10,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=11,"Chaguo A
Kuna pembe.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_10a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=171,"Chaguo B
Hakuna pembe.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_10b.jpg,,,,,©B. Stanley | ©B. Stanley
243,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=354,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_kirkii_354_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_M_kirkii_354_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_M_kirkii_354.jpg,,"Madoqua kirkii (Gunther, 1880)",,
245,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=359,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_moschatus_359_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_moschatus_359_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_moschatus_359.jpg,,"Neotragus moschatus (Von Dueben, 1846)",,
248,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=373,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_hircus_373_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_hircus_373_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_hircus_373.jpg,,"Capra hircus Linnaeus, 1758",,
250,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=374,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_O_aries_374_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_O_aries_374_b.jpg,,"Ovis aries Linnaeus, 1758",,
253,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=179,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_179a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_179b.jpg,"[""Spishi 2 zimepatikana Tanzania: Raphicerus sharpei (Sharpe's Grysbok) na Raphicerus campestris (Steinbok). Dondoro huyu ana pembe mbili zilizonyooka na zilizo laini (smooth).""]",Raphicerus,,©B. Stanley | ©R. Banasiak
256,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=383,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_monticola_383_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_monticola_383_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_monticola_383.jpg,,"Philantomba monticola (Thunberg, 1789)",,
258,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=381,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_spadix_381_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_spadix_381.jpg,,"Cephalophus spadix True, 1890",,
260,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=375,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_adersi_375_a.jpg,,"Cephalophus adersi Thomas, 1918",,
261,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=377,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_natalensis_377_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_natalensis_377_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_natalensis_377.jpg,,"Cephalophus natalensis A. Smith, 1834",,
259,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=33,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=375,"Chaguo A
A.  Tumbo ni jeupe jeupe na kuna mstari mpana mweupe kwenye tako na madoa meupe miguuni.B.  Upande wa pembeni mwa fuu hauna sehemu inayojitokeza kwenye sehemu ya juu ya fuu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Cephalophus_2_3a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=377,"Chaguo B
A.  Ngozi ni nyekundu; hakuna mstari mpana mweupe kwenye tako wala madoa meupe miguuni.B.  Upande wa pembeni mwa fuu kuna sehemu kubwa inayojitokeza juu ya fuu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Cephalophus_2_3b.jpg,,,,,©R. Banasiak | ©R. Banasiak
257,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=32,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=381,"Chaguo A
A.  Urefu mkubwa kabisa wa fuu ni zaidi ya 220 mm.B.  Kuna kishungi chekundu cha manyoya kati ya pembe.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Cephalophus_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=33,"Chaguo B
A.  Urefu mkubwa kabisa wa fuu ni chini ya 220 mm (lakini zaidi ya 150 mm).B.  Kishungi chekundu cha manyoya kati ya pembe kinaweza kuwepo au hapana.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Cephalophus_2_2b.jpg,,,,,©R. Banasiak | ©R. Banasiak
255,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=31,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=383,"Chaguo A
A.  Urefu mkubwa kabisa wa fuu ni chini ya 150 mm.B.  Manyoya ya spishi hii ni bluu iliyokoleza.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Cephalophus_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=32,"Chaguo B
A.  Urefu mkubwa kabisa wa fuu ni zaidi ya 150 mm.B.  Manyoya ya spishi hii hayana rangi ya iliyokoleza.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Cephalophus_2_1b.jpg,,,,,©R. Banasiak | ©R. Banasiak
263,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=360,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_O_oreotragus_360_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_O_oreotragus_360_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_O_oreotragus_360.jpg,,"Oreotragus oreotragus (Zimmermann, 1783)",,
264,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=384,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_S_grimmia_384_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_S_grimmia_384_b.jpg,,"Sylvicapra grimmia (Linnaeus, 1758)",,
262,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=25,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=360,"Chaguo A
A.  Manyoya ni magumu.
B.  Kwato ni bapa mwishoni.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_25a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=384,"Chaguo B
A.  Manyoya siyo magumu.
B.  Kwato siyo bapa mwishoni.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_25b.jpg,,,,,©R. Banasiak & P. Lai | ©P. Lai
254,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=24,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=31,"Chaguo A
Pembe zinajitokeza kutoka kwenye fuu kwenye usawa na usoni.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_24a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=25,"Chaguo B
Pembe zinajitokeza kwenye fuu. 
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_24b.jpg,,,,,©R. Banasiak | ©R. Banasiak & B. Stanley
252,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=23,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=179,"Chaguo A
Pembe ni laini (smooth).
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_23a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=24,"Chaguo B
Pembe zina matuta yanayozunguka.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_23b.jpg,,,,,©R. Banasiak | ©R. Banasiak
265,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=171,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_171a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_171b.jpg,"['Spishi 2 zimepatikana Tanzania: Kobus ellipsiprymnus (Kuru) na Kobus vardonii (Puku). Zamani, puku alikuwa anapatikana kwenye maeneo mengi zaidi lakini kwa sasa kuna idadi ndogo tu ya mnyama huyu katikati na kusini mwa nchi.']",Kobus,,©B. Stanley | ©R. Banasiak
251,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=22,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=23,"Chaguo A
Pembe zimenyooka.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_22a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=171,"Chaguo B
Pembe zinapinda mwishoni kuelekea mbele.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_22b.jpg,,,,,©R. Banasiak | ©B. Stanley
249,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=21,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=374,"Chaguo A
Manyoya ni kama sufu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_21a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=22,"Chaguo B
Manyoya siyo kama sufu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_21b.jpg,,,,,©B. Stanley | ©B. Stanley
247,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=20,Option-page,Sehemu: Bovidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=373,"Chaguo A
A.  Kuna sehemu ya ngozi bila manyoya kwenye goti la mguu wa mbele.
B.  Kidevu kinaweza kuwa na ndevu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_20a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=26&key=21,"Chaguo B
A.  Hakuna sehemu ya ngozi bila manyoya kwenye goti la mguu wa mbele.
B.  Kidevu hakina ndevu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Bovidae_2_20b.jpg,,,,,©R. Banasiak | ©R. Banasiak
267,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=374,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_O_aries_374_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_O_aries_374_b.jpg,,"Ovis aries Linnaeus, 1758",,
269,http://archive.fieldmuseum.org/tanzania/SkinKey_end_swa.asp?ID=171,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_171a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_171b.jpg,"['Spishi 2 zimepatikana Tanzania: Kobus ellipsiprymnus (Kuru) na Kobus vardonii (Puku). Zamani, puku alikuwa anapatikana kwenye maeneo mengi zaidi lakini kwa sasa kuna idadi ndogo tu ya mnyama huyu katikati na kusini mwa nchi.']",Kobus,,©B. Stanley | ©R. Banasiak
